id,name,link,logo,short_description,full_description,type,status,origin,"rating (quality, stability, features, maturity)","popularity (community size, recognition, adoption)",additional_info,website,github,updated_at
256,ZeusOS,https://aitoolbuzz.com/roms/zeusos,https://aitoolbuzz.com/assets/agents/roms/logos/ZeusOS-35700ce9.jpg,Lightweight Android custom ROM,"ZeusOS is an Android custom ROM based on AOSP, focused on simplicity, performance, and stability.",AOSP,Inactive,Unknown,640,290,Lightweight,,https://github.com/Zeus-OS,06-01-2026 14.58
257,Chroma ROM,https://aitoolbuzz.com/roms/chroma-rom,,Minimal and colorful Android ROM,Chroma ROM is an AOSP-based Android custom ROM focused on visual polish and smooth system behavior.,AOSP,Discontinued,Unknown,640,300,Minimal UI,,,06-01-2026 14.58
258,Ethereal OS,https://aitoolbuzz.com/roms/ethereal-os,https://aitoolbuzz.com/assets/agents/roms/logos/Ethereal_OS-18431007.png,Secure AOSP-based Android ROM,Ethereal OS is an AOSP-based custom ROM that provides custom features along with the latest Android security updates.,AOSP,Inactive,India,640,280,Security updates focused,,https://github.com/Ethereal-OS,06-01-2026 14.58
259,Halogen OS,https://aitoolbuzz.com/roms/halogen-os,https://aitoolbuzz.com/assets/agents/roms/logos/Halogen_OS-f6bcd36e.png,Minimal and performance-focused AOSP ROM,"Halogen OS is a minimalistic, open-source Android distribution based on AOSP, focused on performance and efficiency.",AOSP,Inactive,Germany,620,240,"Minimal, performance-oriented",https://halogenos.org/,https://github.com/halogenOS,06-01-2026 14.58
260,LessAOSP,https://aitoolbuzz.com/roms/lessaosp,https://aitoolbuzz.com/assets/agents/roms/logos/LessAOSP-7bc22a16.png,Ultra-minimal AOSP-based ROM,LessAOSP is an Android custom ROM that strips Android down to essentials for maximum simplicity and performance.,AOSP (Minimal),Inactive,Unknown,620,260,Stripped-down AOSP,,https://github.com/LessAOSP,06-01-2026 14.58
261,Nusantara Project,https://aitoolbuzz.com/roms/nusantara-project,https://aitoolbuzz.com/assets/agents/roms/logos/Nusantara_Project-34bca513.jpg,Community-driven Android ROM project,Nusantara Project is a community-based Android custom ROM focused on experimentation and regional development efforts.,AOSP,Inactive,Indonesia,620,300,Regional community ROM,https://nusantararom.org/,https://github.com/Nusantara-ROM,06-01-2026 14.58
262,Project Kaleidoscope,https://aitoolbuzz.com/roms/project-kaleidoscope,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Kaleidoscope-1a43ab51.png,Artistic and experimental Android ROM,"Project Kaleidoscope is an Android custom ROM emphasizing creativity, visual diversity, and experimentation.",AOSP,Inactive,Unknown,620,260,Artistic branding,https://kaleidoscope.ink/,https://github.com/Project-Kaleidoscope,06-01-2026 14.58
263,RaveOS,https://aitoolbuzz.com/roms/raveos,https://aitoolbuzz.com/assets/agents/roms/logos/RaveOS-50f68da6.png,Community-driven Android custom ROM,RaveOS is an Android custom ROM project aimed at delivering a smooth and enjoyable AOSP-based experience.,AOSP,Inactive,Unknown,620,260,Community ROM,https://raveos.com/,,06-01-2026 14.58
264,SoniUI,https://aitoolbuzz.com/roms/soniui,https://aitoolbuzz.com/assets/agents/roms/logos/SoniUI-d74f456c.jpg,Custom Android UI-focused ROM,SoniUI is an Android custom ROM focused on UI enhancements and a refined system appearance.,AOSP,Inactive,Unknown,620,260,UI-focused,,https://github.com/XOSP-Reborn,06-01-2026 14.58
265,Voltage OS,https://aitoolbuzz.com/roms/voltage-os,https://aitoolbuzz.com/assets/agents/roms/logos/Voltage_OS-9de0723f.png,Clean and stable Android custom ROM,"Voltage OS is an AOSP-based Android custom ROM designed to deliver stability, smooth performance, and everyday usability.",AOSP,Inactive,Unknown,620,260,Stable daily use,,https://github.com/VoltageOS,06-01-2026 14.58
266,WitAqua,https://aitoolbuzz.com/roms/witaqua,https://aitoolbuzz.com/assets/agents/roms/logos/WitAqua-c107653b.png,AOSP-based Android operating system,WitAqua is an AOSP-based Android custom operating system focused on clean design and stable performance.,AOSP,Inactive,Japan,620,270,Clean ROM,,https://github.com/WitAqua,06-01-2026 14.58
267,DroidX-UI,https://aitoolbuzz.com/roms/droidx-ui,https://aitoolbuzz.com/assets/agents/roms/logos/DroidX_UI-301c0bca.jpg,Feature-rich Android UI experience,DroidX-UI is a custom Android ROM focused on unlocking the true potential of devices through enhanced UI design and added features.,AOSP,Inactive,India,620,260,UI-focused custom ROM,https://droid-x-ui-github-io.vercel.app/,https://github.com/DroidX-UI,06-01-2026 14.58
268,Fork LineageOS,https://aitoolbuzz.com/roms/fork-lineageos,https://aitoolbuzz.com/assets/agents/roms/logos/Fork_LineageOS-94577268.jpg,Community-maintained LineageOS fork,"Fork LineageOS is a LineageOS fork maintained by HyperTeam, offering community-driven builds and modifications.",LineageOS fork,Inactive,Unknown,610,220,Maintained by HyperTeam,,https://github.com/ForkLineageOS,06-01-2026 14.58
269,PalladiumOS,https://aitoolbuzz.com/roms/palladiumos,https://aitoolbuzz.com/assets/agents/roms/logos/PalladiumOS-15bb601f.jpg,Clean AOSP-based Android ROM,"PalladiumOS is an Android custom ROM based on AOSP, aiming to provide a clean, smooth, and stable system experience.",AOSP,Inactive,India,610,260,Clean stock feel,https://palladiumos.com/,https://github.com/Palladium-OS,06-01-2026 14.58
270,AIM ROM,https://aitoolbuzz.com/roms/aim-rom,https://aitoolbuzz.com/assets/agents/roms/logos/AIM_ROM-c497c330.png,Stable and performance-focused LineageOS-based ROM,"AIM ROM is based on LineageOS and focuses on stability, performance, and responsiveness while delivering useful features and a smooth Android experience.",LineageOS-based,Inactive,Unknown,610,260,Stability-focused,https://aimrom.github.io/,https://github.com/AIMROM,06-01-2026 14.58
271,BananaDroid,https://aitoolbuzz.com/roms/bananadroid,https://aitoolbuzz.com/assets/agents/roms/logos/BananaDroid-89c8e1a3.png,Feature-rich Android custom ROM,BananaDroid is an Android custom ROM that blends customization features with performance improvements.,AOSP,Inactive,Indonesia,610,260,Feature-rich,,https://github.com/bananadroid,06-01-2026 14.58
272,FluidOS,https://aitoolbuzz.com/roms/fluid-os,https://aitoolbuzz.com/assets/agents/roms/logos/FluidOS-d52921f7.png,Lightweight AOSP-based Android ROM,"FluidOS is an aftermarket Android custom ROM based on AOSP, designed for smoothness, simplicity, and daily usability.",AOSP,Discontinued,Unknown,600,260,Smooth aftermarket ROM,https://projectfluid.org/,https://github.com/project-fluid,06-01-2026 14.58
273,Krypton Open Source Project,https://aitoolbuzz.com/roms/krypton-osp,https://aitoolbuzz.com/assets/agents/roms/logos/Krypton_Open_Source_Project-fa8b9fa8.jpg,Discontinued AOSP-based ROM,Krypton Open Source Project was an AOSP-based Android ROM that has been discontinued in favor of Flamingo-OS.,AOSP,Discontinued,Unknown,600,230,Replaced by Flamingo-OS,,https://github.com/AOSP-Krypton,06-01-2026 14.58
274,LunarUI,https://aitoolbuzz.com/roms/lunarui,https://aitoolbuzz.com/assets/agents/roms/logos/LunarUI-f57a389c.png,Work-in-progress LineageOS-based ROM,"LunarUI is a work-in-progress Android custom ROM based on LineageOS, focusing on UI refinement and stability.",LineageOS-based,WIP / Inactive,Kazakhstan,600,220,"UI-focused, experimental",,https://github.com/Lunar-UI,06-01-2026 14.58
275,Project 404,https://aitoolbuzz.com/roms/project-404,https://aitoolbuzz.com/assets/agents/roms/logos/Project_404-5de53255.png,Experimental Android custom ROM,Project 404 is an Android custom ROM project aimed at experimentation and creative Android development.,AOSP,Inactive,Unknown,600,240,Experimental,https://project404.xyz/,https://github.com/P-404,06-01-2026 14.58
276,SerasaOS,https://aitoolbuzz.com/roms/serasaos,https://aitoolbuzz.com/assets/agents/roms/logos/SerasaOS-f669fe2f.jpg,Clean AOSP-based Android ROM,"SerasaOS is a custom Android ROM based on AOSP, designed to deliver a smooth and simple Android experience.",AOSP,Inactive,Unknown,600,250,Clean ROM,https://github.com/SerasaOS,https://github.com/SerasaOS,06-01-2026 14.58
277,Halcyon,https://aitoolbuzz.com/roms/halcyon,https://aitoolbuzz.com/assets/agents/roms/logos/Halcyon-0993870f.png,Simple and unique Android distribution,"Halcyon is a minimalist Android distribution that focuses on simplicity, uniqueness, and a refined user experience.",AOSP,Inactive,Unknown,590,210,Simple & unique design,https://hlcyn.co/,https://github.com/halcyonproject,06-01-2026 14.58
278,IronOS Project,https://aitoolbuzz.com/roms/ironos-project,https://aitoolbuzz.com/assets/agents/roms/logos/IronOS_Project-fc70a748.png,Performance-oriented Android ROM,"IronOS Project is a custom Android ROM focused on strength, reliability, and optimized system performance.",AOSP,Inactive,Unknown,580,210,Performance-oriented,,https://github.com/IronOSProject,06-01-2026 14.58
279,Legion OS,https://aitoolbuzz.com/roms/legion-os,https://aitoolbuzz.com/assets/agents/roms/logos/Legion_OS-4674ed6f.jpg,Feature-focused Android custom ROM,Legion OS is a custom Android ROM aimed at delivering a feature-rich yet stable Android experience.,AOSP,Inactive,India,580,200,Feature-focused,http://legionos.tk/,https://github.com/Project-LegionOS,06-01-2026 14.58
280,Codename Lungo,https://aitoolbuzz.com/roms/codename-lungo,,Experimental Android ROM project,Codename Lungo is an experimental Android custom ROM project focused on development and testing.,AOSP,Experimental,Unknown,580,180,Dev/testing ROM,,,06-01-2026 14.58
281,Freaky OS,https://aitoolbuzz.com/roms/freaky-os,https://aitoolbuzz.com/assets/agents/roms/logos/Freaky_OS-f9bb7286.png,Experimental and community-driven ROM,Freaky OS is a custom Android ROM known for its playful branding and continued community-driven experimentation.,AOSP,Inactive,Unknown,560,180,Experimental branding,https://freakyos.me,https://github.com/FreakyOS,06-01-2026 14.58
282,Ion OS,https://aitoolbuzz.com/roms/ion-os,https://aitoolbuzz.com/assets/agents/roms/logos/Ion_OS-ea1a5204.png,Clean AOSP-based Android ROM,"Ion OS is a minimal Android custom ROM based on AOSP, aimed at delivering smooth performance and stability.",AOSP,Inactive,Unknown,560,200,Clean & minimal,,https://github.com/i-o-n,06-01-2026 14.58
283,CAF Extended,https://aitoolbuzz.com/roms/caf-extended,https://aitoolbuzz.com/assets/agents/roms/logos/CAF_Extended-cb6fef14.png,CAF-enhanced AOSP Android ROM,CAF Extended is an AOSP-based Android ROM that integrates CAF optimizations for improved hardware performance.,CAF-based,Discontinued,India,560,200,CAF optimizations,,https://github.com/CAF-Extended,06-01-2026 14.58
284,FusionOS,https://aitoolbuzz.com/roms/fusion-os,https://aitoolbuzz.com/assets/agents/roms/logos/FusionOS-db0fa0cf.png,Clean and balanced Android ROM,"FusionOS is an Android custom ROM designed to fuse performance, stability, and useful features into a clean AOSP-based experience.",AOSP,Discontinued,India,540,160,Balanced ROM concept,,https://github.com/Fusion-OS,06-01-2026 14.58
285,Komodo OS,https://aitoolbuzz.com/roms/komodo-os,https://aitoolbuzz.com/assets/agents/roms/logos/Komodo_OS-5067cf04.png,Smooth and stable Android ROM,"Komodo OS is a custom Android ROM designed to provide a smooth, stable, and reliable AOSP-based experience.",AOSP,Discontinued,Indonesia,540,170,Stable daily-use ROM,https://komodo-os.my.id/,https://github.com/Komodo-OS,06-01-2026 14.58
286,LLuvia OS,https://aitoolbuzz.com/roms/lluvia-os,https://aitoolbuzz.com/assets/agents/roms/logos/LLuvia_OS-329eaf4c.png,Minimal and clean Android custom ROM,"LLuvia OS is a lightweight Android custom ROM focused on minimalism, stability, and smooth system performance.",AOSP,Discontinued,Unknown,540,150,Minimal & clean,,https://github.com/LLuviaOS,06-01-2026 14.58
287,AmogOS Rom,https://aitoolbuzz.com/roms/amogos,https://aitoolbuzz.com/assets/agents/roms/logos/AmogOS_Rom-a6d13567.jpg,LMODroid-based ROM with stock UI,AmogOS is an LMODroid-based ROM that delivers a stock Android UI/UX with added playful features inspired by various open-source projects.,LMODroid-based,Active,Unknown,540,190,Meme-inspired branding,,https://github.com/AmogOS-Rom,06-01-2026 14.58
288,CandyRoms,https://aitoolbuzz.com/roms/candyroms,https://aitoolbuzz.com/assets/agents/roms/logos/CandyRoms-5e9ca53d.png,CAF-based ROM for performance and battery,CandyRoms is an AOSP-based custom ROM with CAF support aimed at improving battery life and system performance.,AOSP + CAF,Discontinued,USA,540,190,Battery optimized,https://candyroms.org/,https://github.com/CandyRoms,06-01-2026 14.58
289,GenesisOS,https://aitoolbuzz.com/roms/genesis-os,https://aitoolbuzz.com/assets/agents/roms/logos/GenesisOS-03676895.png,Minimal and stable Android custom ROM,"GenesisOS is an AOSP-based Android ROM that focuses on delivering a clean, stable, and reliable Android experience.",AOSP,Discontinued,Unknown,520,140,Clean & stable approach,,https://github.com/GenesisOS,06-01-2026 14.58
290,Kang OS,https://aitoolbuzz.com/roms/kang-os,https://aitoolbuzz.com/assets/agents/roms/logos/Kang_OS-af200265.png,Custom Android ROM with enhancements,Kang OS is an Android custom ROM project that focuses on delivering useful enhancements over stock AOSP.,AOSP,Discontinued,Unknown,520,150,Experimental ROM,,https://github.com/Kang-OS-R,06-01-2026 14.58
291,Project Streak,https://aitoolbuzz.com/roms/project-streak,https://aitoolbuzz.com/assets/agents/roms/logos/Project_Streak-ebae99ab.png,Legacy-related Android ROM project,Project Streak is an Android ROM project that redirects users toward TequilaOS for continued development.,AOSP,Discontinued,Poland,520,140,Redirected to TequilaOS,https://projectstreak.pl/,https://github.com/ProjectStreak,06-01-2026 14.58
292,2by2 Project,https://aitoolbuzz.com/roms/2by2-project,https://aitoolbuzz.com/assets/agents/roms/logos/2by2_Project-819fef01.png,A Japan-focused custom Android ROM,"2by2 Project is a custom Android ROM that focuses on Japanese features, preferences, and ecosystem-specific enhancements while maintaining a clean AOSP-based experience.",AOSP,Discontinued,Japan,520,180,Japan-focused ROM,https://project2by2.jp/,https://github.com/2by2-Project,06-01-2026 14.58
293,Benzo ROM,https://aitoolbuzz.com/roms/benzo-rom,https://aitoolbuzz.com/assets/agents/roms/logos/Benzo_ROM-2230bfdd.png,Smooth and optimized Android ROM,"Benzo ROM is a custom Android ROM that focuses on smooth performance, usability, and system optimizations.",AOSP,Discontinued,Unknown,520,160,Smooth UX,,https://github.com/BenzoRom,06-01-2026 14.58
294,Citrus CAF,https://aitoolbuzz.com/roms/citrus-caf,https://aitoolbuzz.com/assets/agents/roms/logos/Citrus_CAF-c11880f4.png,CAF-based Android ROM,Citrus CAF is a CAF-enhanced Android custom ROM designed to deliver optimized performance and stability.,CAF-based,Discontinued,USA,520,180,Performance builds,,https://github.com/Citrus-CAF,06-01-2026 14.58
295,ConquerOS,https://aitoolbuzz.com/roms/conquer-os,https://aitoolbuzz.com/assets/agents/roms/logos/ConquerOS-7eddc98e.jpg,Simple yet powerful CAF-based ROM,ConquerOS is a CAF-based Android custom ROM that balances simplicity with powerful performance features.,CAF-based,Discontinued,Unknown,520,170,CAF performance,,https://github.com/ConquerOS,06-01-2026 14.58
296,elytraOS,https://aitoolbuzz.com/roms/elytraos,https://aitoolbuzz.com/assets/agents/roms/logos/elytraOS-d3cc66bd.jpg,Lightweight and smooth Android ROM,"elytraOS is an Android custom ROM designed to deliver a fast, smooth, and uplifting user experience with a clean AOSP base.",AOSP,Discontinued,Unknown,520,150,"Lightweight, smooth UX",,https://github.com/elytraOS,06-01-2026 14.58
297,HyconOS,https://aitoolbuzz.com/roms/hyconos,https://aitoolbuzz.com/assets/agents/roms/logos/HyconOS-3aa80f49.png,Lightweight and efficient Android ROM,"HyconOS is a custom Android ROM focused on delivering a smooth, lightweight, and efficient AOSP-based experience.",AOSP,Discontinued,India,500,130,Lightweight builds,,https://github.com/HyconOS,06-01-2026 14.58
298,LeOS,https://aitoolbuzz.com/roms/leos,,Lightweight Android custom ROM,"LeOS is a minimal Android ROM based on AOSP, focused on simplicity and everyday usability.",AOSP,Discontinued,Germany,500,130,Lightweight ROM,https://leos-gsi.de/,,06-01-2026 14.58
299,AfterlifeOS,https://aitoolbuzz.com/roms/afterlife-os,https://aitoolbuzz.com/assets/agents/roms/logos/AfterlifeOS-6e51ff95.png,Lightweight AOSP-based ROM with customization,"AfterlifeOS is an Android custom ROM based on AOSP, offering useful customizations while keeping the system lightweight and close to stock Android.",AOSP,Inactive,Indonesia,500,170,Lightweight customization,https://afterlifeos.com/,https://github.com/AfterlifeOS,06-01-2026 14.58
300,AOSDP,https://aitoolbuzz.com/roms/aosdp,https://aitoolbuzz.com/assets/agents/roms/logos/AOSDP-d55e6a78.png,Dark-themed AOSP custom ROM,AOSDP is an AOSP-based Android ROM featuring a fully dark-themed UI and focused on smooth performance.,AOSP,Discontinued,Unknown,500,210,Dark UI theme,,https://github.com/AOSDP,06-01-2026 14.58
301,AuroraDroid,https://aitoolbuzz.com/roms/auroradroid,https://aitoolbuzz.com/assets/agents/roms/logos/AuroraDroid-59faefa3.png,Open-source Android distribution,AuroraDroid is an open-source Android project focused on delivering a clean and transparent Android ecosystem.,AOSP,Experimental,India,500,140,FOSS-aligned,,https://github.com/AuroraDroid,06-01-2026 14.58
302,Cosmic OS,https://aitoolbuzz.com/roms/cosmic-os,https://aitoolbuzz.com/assets/agents/roms/logos/Cosmic_OS-91afd28f.png,Clean Android ROM with modern design,"Cosmic OS is an Android custom ROM that focuses on modern design, stability, and smooth performance.",AOSP,Discontinued,Unknown,500,150,Visual branding,https://cosmic-os.github.io/,https://github.com/Cosmic-OS,06-01-2026 14.58
303,euclidOS,https://aitoolbuzz.com/roms/euclidos,https://aitoolbuzz.com/assets/agents/roms/logos/euclidOS-5a3a197a.jpg,Minimalist AOSP-based Android ROM,"euclidOS is a lightweight Android custom ROM based on AOSP, focused on simplicity, cleanliness, and system stability.",AOSP,Discontinued,India,500,120,Minimalist ROM,,https://github.com/euclidTeam,06-01-2026 14.58
304,Afterlife Project,https://aitoolbuzz.com/roms/afterlife-project,https://aitoolbuzz.com/assets/agents/roms/logos/Afterlife_Project-19f108c3.png,Community-driven AOSP Extended fork,"Afterlife Project is an external fan-maintained version of AOSP Extended, continuing development with community contributions and added refinements.",AOSP Extended fork,Discontinued,Indonesia,480,150,Fan-maintained fork,,https://github.com/AfterLifePrjktAOSP,06-01-2026 14.58
305,BeastROMs,https://aitoolbuzz.com/roms/beastroms,https://aitoolbuzz.com/assets/agents/roms/logos/BeastROMs-4ee20ae0.png,Performance-oriented Android ROM,BeastROMs is a custom Android ROM designed to deliver enhanced performance and usability features.,AOSP,Discontinued,Unknown,480,120,Performance branding,,https://github.com/BeastRoms,06-01-2026 14.58
306,ClownUI,https://aitoolbuzz.com/roms/clownui,https://aitoolbuzz.com/assets/agents/roms/logos/ClownUI-54e0be96.png,Fun and clean AOSP-based ROM,ClownUI is an AOSP-based Android ROM that combines clean design with a fun and lighthearted approach.,AOSP,Discontinued,Indonesia,480,130,Experimental theme,,https://github.com/ClownUI,06-01-2026 14.58
307,Cygnus OS,https://aitoolbuzz.com/roms/cygnus-os,https://aitoolbuzz.com/assets/agents/roms/logos/Cygnus_OS-6dd7b4ea.jpg,Elegant AOSP-based Android ROM,Cygnus OS is a beautiful custom Android ROM focused on UI refinement and stability.,AOSP,Discontinued,Unknown,470,120,UI-focused,https://cygnusos.com/,https://github.com/cygnus-rom,06-01-2026 14.58
308,Atomic OS,https://aitoolbuzz.com/roms/atomic-os,https://aitoolbuzz.com/assets/agents/roms/logos/Atomic_OS-50917ae5.png,Lightweight Android custom ROM,"Atomic OS is a minimal Android custom ROM focused on speed, simplicity, and a near-stock Android experience.",AOSP,Discontinued,Unknown,460,130,Minimal approach,,https://github.com/Atomic-OS,06-01-2026 14.58
309,CatalystOS,https://aitoolbuzz.com/roms/catalyst-os,https://aitoolbuzz.com/assets/agents/roms/logos/CatalystOS-5513d098.jpg,Fast and responsive Android ROM,CatalystOS is a custom Android ROM designed to act as the catalyst for better performance and user experience.,AOSP,Discontinued,India,460,120,Branding-driven,https://catalystos.org/,https://github.com/catalyst-android,06-01-2026 14.58
310,BaikalOS,https://aitoolbuzz.com/roms/baikaloS,https://aitoolbuzz.com/assets/agents/roms/logos/BaikalOS-c5311849.jpg,Minimalist AOSP-based Android ROM,BaikalOS is a lightweight Android custom ROM based on AOSP with an emphasis on minimalism and smooth performance.,AOSP,Discontinued,Russia,450,100,Minimal UI,,https://github.com/baikalos,06-01-2026 14.58
311,Black Iron Project,https://aitoolbuzz.com/roms/black-iron-project,https://aitoolbuzz.com/assets/agents/roms/logos/Black_Iron_Project-11c984a9.jpg,Custom Android ROM with enhancements,Black Iron Project is an Android custom ROM that delivers system enhancements while keeping the experience clean and efficient.,AOSP,Discontinued,Italy,450,110,Experimental,https://github.com/Black-Iron-Project,https://github.com/Black-Iron-Project,06-01-2026 14.58
312,exTHmUI,https://aitoolbuzz.com/roms/exthmui,https://aitoolbuzz.com/assets/agents/roms/logos/exTHmUI-353305b7.png,Discontinued Android custom ROM,exTHmUI was an Android custom ROM project that has been officially discontinued and is no longer actively developed.,AOSP,Discontinued,Unknown,450,90,Officially discontinued,,https://github.com/exthmui,06-01-2026 14.58
313,Aquari OS,https://aitoolbuzz.com/roms/aquari-os,https://aitoolbuzz.com/assets/agents/roms/logos/Aquari_OS-0eb30464.png,Discontinued AOSP-based ROM,"Aquari OS was an AOSP-based custom ROM project that is no longer active, with legacy source code preserved for older Android versions.",AOSP,Discontinued,Unknown,430,120,Archived sources,,https://github.com/AquariOS,06-01-2026 14.58
314,Bianca Project,https://aitoolbuzz.com/roms/bianca-project,https://aitoolbuzz.com/assets/agents/roms/logos/Bianca_Project-0d55d9a8.png,Simple AOSP-based Android ROM,"Bianca Project is a simple and lightweight custom ROM based on AOSP, focusing on essential features and stability.",AOSP,Discontinued,Unknown,430,100,Simple ROM,,https://github.com/BiancaProject,06-01-2026 14.58
315,Cesium OS,https://aitoolbuzz.com/roms/cesium-os,https://aitoolbuzz.com/assets/agents/roms/logos/Cesium_OS-6ebd5404.png,Lightweight Android custom ROM,Cesium OS is an AOSP-based Android ROM focused on delivering a clean and smooth system experience.,AOSP,Discontinued,Unknown,430,90,Minimal,http://thecesiumos.me/,https://github.com/CesiumOS-org,06-01-2026 14.58
316,AmyROM,https://aitoolbuzz.com/roms/amyrom,https://aitoolbuzz.com/assets/agents/roms/logos/AmyROM-19574e46.png,Free and open-source Android ROM,"AmyROM is a free and open-source Android custom ROM that emphasizes openness, simplicity, and community-driven development.",AOSP,Inactive,United Kingdom,420,110,Open-source,,https://github.com/amyROM,06-01-2026 14.58
317,AlrightOS,https://aitoolbuzz.com/roms/alright-os,https://aitoolbuzz.com/assets/agents/roms/logos/AlrightOS-76ecfe31.jpg,Minimal AOSP-based Android ROM,AlrightOS is a lightweight Android custom ROM focused on simplicity and a clean AOSP experience with essential features.,AOSP,Discontinued,Turkey,400,90,Minimal footprint,https://alrightos.xyz/,https://github.com/AlrightAndroid,06-01-2026 14.58
318,BsdkOS,https://aitoolbuzz.com/roms/bsdkos,https://aitoolbuzz.com/assets/agents/roms/logos/BsdkOS-026de06b.jpg,Minimal AOSP-based Android ROM,BsdkOS is a lightweight Android ROM based on AOSP with a focus on performance and stability.,AOSP,Discontinued,India,400,80,Minimal development,,https://github.com/bsdkOS,06-01-2026 14.58
319,PixelDust Project CAF,https://aitoolbuzz.com/roms/pixeldust-project-caf,https://aitoolbuzz.com/assets/agents/roms/logos/pixeldust-project-caf-1767751037.png,PixelDust is a CAF based ROM inspired,PixelDust is a CAF based ROM inspired by the original Google Pixel firmware with support for almost all Pixel features available.,,,,,,,,,
320,TWRP – Team Win Recovery Project,https://aitoolbuzz.com/roms/twrp,https://aitoolbuzz.com/assets/agents/roms/logos/TWRP___Team_Win_Recovery_Project-caadce5c.jpg,Industry-standard Android custom recovery,"TWRP is a widely used custom Android recovery that enables users to install custom ROMs, kernels, and modifications on their devices.",Custom Recovery,Active,Global,980,1000,Industry standard,https://twrp.me/,https://github.com/TeamWin,06-01-2026 14.58
321,Magisk : The Magic Mask for Android,https://aitoolbuzz.com/roms/magisk,https://aitoolbuzz.com/assets/agents/roms/logos/Magisk_Logo.svg,Systemless Android root solution,Magisk is a systemless rooting solution for Android that provides root access while allowing modules and hiding root from apps.,Root Solution,Active,Global,980,1000,Systemless root,,https://github.com/topjohnwu/Magisk,06-01-2026 14.58
